Gender,agegroup,Year,expected_deaths_black,hypothetical_excess,expected_rate_black
Female,20-24 years,1999,57.265055327365715,23.734944672634285,4.300234015960804
Female,20-24 years,2000,56.25515749768665,9.744842502313352,4.131277956837916
Female,20-24 years,2001,62.32550641323967,1.674493586760331,4.388279598079781
Female,20-24 years,2002,62.97227396689516,-3.9722739668951514,4.3347451986631516
Female,20-24 years,2003,60.93973472395058,6.0602652760494085,4.133169113002759
Female,20-24 years,2004,55.351531144717676,22.648468855282324,3.7301439280002855
Female,20-24 years,2005,56.07878670119732,6.921213298802679,3.781192254402428
Female,20-24 years,2006,51.74968708771422,18.250312912285775,3.479019676090501
Female,20-24 years,2007,53.0105198485503,12.989480151449696,3.5386939369202985
Female,20-24 years,2008,50.718849272846086,24.28115072715391,3.337003502409782
Female,20-24 years,2009,54.24818357428515,25.75181642571485,3.490662956956603
Female,20-24 years,2010,50.29444803232,17.70555196768,3.167497761554928
Female,20-24 years,2011,64.05896733228057,2.941032667719412,3.833072984075711
Female,20-24 years,2012,62.13863868365949,2.861361316340512,3.5886633341722556
Female,20-24 years,2013,56.761830629098974,8.238169370901026,3.2066330777091374
Female,20-24 years,2014,56.90834496550772,13.091655034492268,3.1864627647558192
Female,20-24 years,2015,52.66244416490437,20.337555835095618,2.9885335621203857
Female,20-24 years,2016,44.18594736676046,7.814052633239541,2.576967494032916
Female,20-24 years,2017,45.77091289267143,7.229087107328565,2.7282299042290257
Female,20-24 years,2018,39.8038362030146,14.196163796985399,2.4221037779360675
Female,20-24 years,2019,43.76238111238067,20.237618887619327,2.7093943330170074
Female,20-24 years,2020,43.58102170333845,11.418978296661553,2.7058923929039014
Female,20-24 years,2021,40.94854789771777,14.051452102282225,2.5479458844216847
Female,20-24 years,2022,43.52371907509123,-1.5237190750912353,2.5808289656154817
Female,25-29 years,1999,96.82868747483415,17.17131252516584,7.1293181056677595
Female,25-29 years,2000,96.10891477214652,23.89108522785348,7.1450758023076615
Female,25-29 years,2001,94.77960612829034,40.22039387170966,7.264814721029368
