Gender,agegroup,Year,expected_deaths_black,hypothetical_excess,expected_rate_black
Female,20-24 years,2000,0.9336955601275794,9.066304439872424,0.06856892874419779
Female,20-24 years,2001,0.4686128301747344,6.531387169825265,0.032994583444208886
Female,20-24 years,2002,0.23497117151826552,2.7650288284817344,0.01617442238307146
Female,20-24 years,2003,0.7058656531731728,9.294134346826828,0.04787454571045666
Female,20-24 years,2004,1.6487690128213777,8.351230987178623,0.11111067019575319
Female,20-24 years,2005,1.8850012336536914,11.11499876634631,0.12709889930764465
Female,20-24 years,2006,1.1869194286172988,5.813080571382701,0.07979402926813076
Female,20-24 years,2007,0.47973321129909774,10.520266788700903,0.03202437951964071
Female,20-24 years,2008,2.194565593536609,13.805434406463387,0.14438957462350016
Female,20-24 years,2009,1.2442243939056228,8.755775606094376,0.0800610769944175
Female,20-24 years,2010,1.5240741827975757,7.475925817202426,0.09598478065317964
Female,20-24 years,2011,1.5817028970933475,1.4182971029066525,0.09464377738458546
Female,20-24 years,2012,1.8994343702428662,9.100565629757133,0.10969713248561479
Female,20-24 years,2013,1.1129770711588032,6.887022928841196,0.06287515838645366
Female,20-24 years,2014,1.6987565661345592,9.301243433865443,0.09511829148524835
Female,20-24 years,2015,1.7079711621050067,-0.7079711621050067,0.09692541282552601
Female,20-24 years,2016,2.549189271159257,1.450810728840743,0.14867120157882208
Female,20-24 years,2017,0.8476094980124339,0.15239050198756612,0.05052277600424122
Female,20-24 years,2018,1.401543528275162,3.5984564717248384,0.0852853442935235
Female,20-24 years,2019,1.3937064048528878,7.606293595147112,0.08628644372665628
Female,20-24 years,2020,2.5142897136541413,2.4857102863458587,0.1561091765136866
Female,20-24 years,2021,2.524225555338767,10.475774444661234,0.15706515725887096
Female,20-24 years,2022,1.695729314613944,8.304270685386056,0.10055177788112266
Female,25-29 years,2000,2.892166416754409,19.107833583245593,0.2150138551620361
Female,25-29 years,2001,3.1896982831636174,20.81030171683638,0.24448895695771913
Female,25-29 years,2002,2.5332007080311407,13.466799291968858,0.19580507213458856
Female,25-29 years,2003,3.228654301989341,25.77134569801066,0.24926631131973512
Female,25-29 years,2004,2.0940739071456007,31.905926092854394,0.15808113391246062
Female,25-29 years,2005,3.050421695581853,31.949578304418154,0.22377510670629897
Female,25-29 years,2006,2.5858558569252112,17.41414414307479,0.18389903742228383
Female,25-29 years,2007,4.710643221012237,18.289356778987766,0.32834904948696275
Female,25-29 years,2008,1.6511376153512167,26.348862384648783,0.11349077854998345
Female,25-29 years,2009,4.7158609182507645,29.284139081749235,0.3231092936572354
Female,25-29 years,2010,3.533895154896408,15.466104845103592,0.242955701886875
Female,25-29 years,2011,3.783999761188057,28.21600023881194,0.2581750733580267
Female,25-29 years,2012,2.39344644420073,21.606553555799277,0.16142399206052235
Female,25-29 years,2013,4.6227004275273975,23.377299572472605,0.30603249646331127
Female,25-29 years,2014,3.5108326062645716,24.48916739373543,0.22346789612318319
